drugName,condition,rating,negative,positive,word_frequency
Meningococcal conjugate vaccine,Meningococcal Meningitis Prophylaxis,1.0,1.0,0.0,"[('no', 2), ('issue', 2), ('either', 2), ('take', 1), ('diovan', 1)]"
Menopur,llicle Stimulation,10.0,0.0,1.0,"[('diovan', 4), ('side', 4), ('medication', 4), ('year', 3), ('effect', 3)]"
Menotropins,llicle Stimulation,10.0,0.0,1.0,"[('benadryl', 4), ('compazine', 3), ('allergy', 3), ('iv', 2), ('headache', 2)]"
Menthol / zinc oxide,Diaper Rash,10.0,1.0,1.0,"[('night', 6), ('take', 5), ('work', 3), ('drug', 3), ('one', 3)]"
Meperidine,Pain,10.0,15.0,4.0,"[('help', 2), ('diphenhydramine', 1), ('definitely', 1), ('calm', 1), ('muscle', 1)]"
Mephobarbital,Epilepsy,10.0,0.0,2.0,"[('sleep', 23), ('night', 11), ('day', 11), ('asleep', 10), ('morning', 9)]"
Mepolizumab,Asthma,5.5,2.0,0.0,"[('take', 4), ('pain', 4), ('taking', 3), ('weekly', 2), ('mg', 2)]"
Meprobamate,Anxiety,10.0,1.0,0.0,"[('took', 6), ('mg', 4), ('benadryl', 3), ('tablet', 3), ('hive', 3)]"
Mercaptopurine,"Crohn's Disease, Maintenance",10.0,4.0,3.0,"[('never', 3), ('sleep', 3), ('hour', 3), ('day', 3), ('first', 3)]"
Meridia,Obesity,9.0,12.0,2.0,"[('pm', 7), ('time', 7), ('woke', 6), ('night', 6), ('sleep', 5)]"
Mesalamine,"Ulcerative Colitis, Active",8.0,43.0,14.0,"[('time', 2), ('woke', 1), ('awful', 1), ('radiating', 1), ('tooth', 1)]"
Mestinon,Myasthenia Gravis,8.0,6.0,1.0,"[('procedure', 3), ('colonoscopy', 3), ('psuedocholonesterase', 2), ('def', 2), ('normal', 2)]"
Mestranol / norethindrone,Birth Control,3.0,2.0,0.0,"[('day', 2), ('tried', 1), ('every', 1), ('nsaid', 1), ('market', 1)]"
Metadate CD,ADHD,8.0,4.0,3.0,"[('medication', 3), ('always', 3), ('year', 2), ('pvc', 2), ('pac', 2)]"
Metadate ER,ADHD,7.0,0.0,1.0,"[('drink', 12), ('drinking', 10), ('antabuse', 9), ('day', 9), ('year', 9)]"
Metamucil,Constipation,9.0,4.0,1.0,"[('still', 2), ('le', 2), ('seem', 1), ('work', 1), ('urgency', 1)]"
Metaproterenol,"COPD, Acute",9.0,0.0,1.0,"[('mg', 29), ('depakote', 20), ('effect', 17), ('weight', 17), ('mood', 14)]"
Metaxalone,Muscle Spasm,8.5,15.0,5.0,"[('seizure', 16), ('depakote', 7), ('weight', 7), ('gain', 7), ('drug', 7)]"
Metformin,Polycystic Ovary Syndrome,8.0,59.0,17.0,"[('year', 3), ('drug', 3), ('bipolar', 2), ('mania', 2), ('using', 2)]"
Metformin / saxagliptin,min / saxagliptin),10.0,4.0,0.0,"[('migraine', 27), ('month', 18), ('depakote', 11), ('no', 10), ('headache', 10)]"
Metformin / sitagliptin,min / sitagliptin),9.0,8.0,1.0,"[('hysterectomy', 1), ('hrt', 1), ('year', 1), ('medication', 1), ('available', 1)]"
Methadone,Opiate Withdrawal,10.0,79.0,32.0,"[('ear', 3), ('ringing', 2), ('pain', 1), ('doan', 1), ('extra', 1)]"
Methadone Diskets,Opiate Withdrawal,10.0,3.0,2.0,"[('sore', 94), ('cold', 73), ('day', 66), ('abreva', 57), ('time', 47)]"
Methadose,Opiate Withdrawal,10.0,4.0,3.0,"[('no', 6), ('stomach', 5), ('day', 4), ('able', 4), ('senokot', 3)]"
Methamphetamine,ADHD,10.0,4.0,2.0,"[('tikosyn', 15), ('sinus', 8), ('hospital', 7), ('day', 7), ('year', 6)]"
Methenamine,Bladder Infection,9.0,2.0,4.0,"[('medicine', 3), ('helped', 2), ('pain', 2), ('day', 2), ('er', 2)]"
Methergine,Migraine,10.0,2.0,0.0,"[('thing', 2), ('take', 2), ('gave', 1), ('life', 1), ('back', 1)]"
Methimazole,Hyperthyroidism,2.0,3.0,0.0,"[('pain', 8), ('methadone', 7), ('nothing', 4), ('mg', 4), ('back', 3)]"
Methocarbamol,Muscle Spasm,8.0,34.0,10.0,"[('not', 5), ('back', 4), ('start', 4), ('month', 4), ('started', 3)]"
Methotrexate,Rheumatoid Arthritis,7.0,33.0,8.0,"[('not', 8), ('mg', 5), ('year', 5), ('week', 4), ('day', 4)]"
Methscopolamine,Irritable Bowel Syndrome,7.0,2.0,1.0,"[('worse', 3), ('memory', 3), ('still', 3), ('husband', 2), ('took', 2)]"
Methyl salicylate,Muscle Pain,2.5,4.0,2.0,"[('donnatal', 2), ('expensive', 1), ('go', 1), ('website', 1), ('link', 1)]"
Methyldopa,High Blood Pressure,3.0,1.0,0.0,"[('medicine', 7), ('irritable', 4), ('bowel', 4), ('syndrome', 4), ('work', 4)]"
Methylergonovine,Migraine,10.0,1.0,0.0,"[('work', 3), ('week', 3), ('mg', 3), ('would', 3), ('night', 2)]"
Methylin,ADHD,9.5,2.0,2.0,"[('proved', 1), ('excellent', 1), ('drug', 1), ('choice', 1), ('mdr', 1)]"
Methylin ER,ADHD,9.0,0.0,1.0,"[('proved', 1), ('excellent', 1), ('drug', 1), ('choice', 1), ('mdr', 1)]"
Methylnaltrexone,"Constipation, Drug Induced",8.5,12.0,0.0,"[('acne', 9), ('doryx', 7), ('month', 6), ('first', 5), ('skin', 4)]"
Methylphenidate,ADHD,9.0,99.0,44.0,"[('help', 2), ('cream', 2), ('doryx', 1), ('medicine', 1), ('clear', 1)]"
Methylprednisolone,Inflammatory Conditions,9.0,42.0,8.0,"[('great', 1), ('copd', 1), ('patient', 1)]"
Metoclopramide,Migraine,2.0,56.0,9.0,"[('though', 2), ('took', 1), ('ten', 1), ('day', 1), ('dosage', 1)]"
Metolazone,Edema,9.5,2.0,0.0,"[('no', 2), ('allergic', 1), ('dorzolamide', 1), ('made', 1), ('eye', 1)]"
Metoprolol,High Blood Pressure,7.0,56.0,19.0,"[('cleared', 1), ('psoriasis', 1), ('completely', 1), ('drawback', 1), ('built', 1)]"
Metoprolol Tartrate,Heart Attack,6.0,3.0,0.0,"[('day', 8), ('mg', 7), ('week', 6), ('help', 5), ('also', 4)]"
Metozolv ODT,Gastroparesis,5.0,1.0,0.0,"[('sleep', 5), ('day', 4), ('drug', 3), ('terrible', 3), ('anxiety', 3)]"
MetroCream,Rosacea,8.0,2.0,1.0,"[('side', 5), ('med', 4), ('effect', 3), ('not', 3), ('taking', 3)]"
MetroGel,Rosacea,4.5,3.0,1.0,"[('sleep', 41), ('night', 27), ('mg', 26), ('hour', 23), ('not', 23)]"
MetroGel-Vaginal,Bacterial Vaginitis,8.0,3.0,0.0,"[('normal', 2), ('eat', 2), ('doctor', 2), ('mg', 2), ('battled', 1)]"
Metronidazole,Bacterial Vaginitis,8.0,210.0,73.0,"[('doxepin', 2), ('depression', 2), ('taking', 1), ('mg', 1), ('several', 1)]"
Mevacor,High Cholesterol,10.0,0.0,1.0,"[('take', 2), ('not', 1), ('pill', 1), ('one', 1)]"
Mexiletine,Myotonia Congenita,6.0,2.0,0.0,"[('work', 1)]"
Miacalcin Nasal,Osteoporosis,6.0,1.0,0.0,"[('day', 4), ('week', 3), ('infection', 2), ('something', 2), ('drug', 2)]"
Mibelas 24 Fe,Birth Control,2.0,4.0,1.0,"[('week', 3), ('effective', 2), ('degree', 2), ('inflammation', 2), ('occurred', 2)]"
Micardis,High Blood Pressure,5.0,4.0,3.0,"[('acne', 187), ('month', 114), ('skin', 98), ('doxycycline', 77), ('day', 76)]"
Micardis HCT,High Blood Pressure,9.0,2.0,0.0,"[('great', 1)]"
Miconazole,Vaginal Yeast Infection,1.0,271.0,72.0,"[('day', 19), ('infection', 11), ('time', 10), ('sinus', 10), ('no', 9)]"
Miconazole / zinc oxide,Diaper Rash,10.0,2.0,0.0,"[('bronchitis', 4), ('symptom', 4), ('taking', 4), ('day', 4), ('one', 3)]"
Microgestin 1 / 20,Birth Control,7.5,15.0,5.0,"[('day', 12), ('not', 5), ('took', 4), ('taking', 4), ('work', 3)]"
Microgestin 1.5 / 30,Birth Control,8.0,1.0,0.0,"[('day', 3), ('fever', 2), ('also', 2), ('discomfort', 2), ('script', 1)]"
Microgestin Fe 1 / 20,Birth Control,6.0,83.0,38.0,"[('day', 14), ('month', 9), ('started', 8), ('mg', 7), ('lyme', 6)]"
Microgestin Fe 1.5 / 30,Birth Control,6.0,15.0,5.0,"[('lymph', 3), ('node', 3), ('taking', 2), ('week', 2), ('also', 2)]"
Microzide,High Blood Pressure,10.0,0.0,1.0,"[('taking', 3), ('daily', 2), ('nausea', 2), ('stuffy', 2), ('nose', 2)]"
Midazolam,Light Sedation,1.0,6.0,2.0,"[('family', 1), ('used', 1), ('doxycycline', 1), ('malaria', 1), ('prevention', 1)]"
Midodrine,Postural Orthostatic Tachycardia Syndrome,5.5,5.0,1.0,"[('taking', 2), ('week', 2), ('doxycycline', 1), ('almost', 1), ('two', 1)]"
Migergot,Migraine,10.0,1.0,0.0,"[('pneumonia', 5), ('medicine', 5), ('day', 5), ('twice', 3), ('worked', 3)]"
Miglitol,"Diabetes, Type 2",10.0,0.0,1.0,"[('treated', 1), ('doxycycline', 1), ('month', 1), ('prostatitis', 1), ('nausea', 1)]"
Migranal,Migraine,10.0,2.0,2.0,"[('taking', 8), ('not', 8), ('rosacea', 8), ('week', 7), ('oracea', 6)]"
Milk of Magnesia,Constipation,9.5,1.0,1.0,"[('back', 3), ('medicine', 3), ('taking', 3), ('drug', 3), ('throw', 2)]"
Milk thistle,Herbal Supplementation,10.0,1.0,0.0,"[('day', 15), ('side', 6), ('effect', 6), ('infection', 5), ('doxycycline', 5)]"
Milnacipran,ibromyalgia,8.0,57.0,21.0,"[('day', 5), ('doxy', 3), ('take', 3), ('week', 3), ('back', 3)]"
Miltown,Anxiety,3.0,1.0,0.0,"[('sleep', 51), ('night', 33), ('hour', 27), ('mg', 21), ('day', 21)]"
Mimvey,Postmenopausal Symptoms,1.0,1.0,0.0,"[('day', 29), ('nausea', 25), ('week', 24), ('not', 19), ('diclegis', 19)]"
Minastrin 24 Fe,Birth Control,5.0,33.0,13.0,"[('help', 3), ('dramamine', 3), ('day', 2), ('life', 2), ('motion', 2)]"
Minipress,Post Traumatic Stress Disorde,9.0,4.0,1.0,"[('dramamine', 5), ('migraine', 3), ('stop', 2), ('side', 2), ('nausea', 2)]"
Minivelle,Postmenopausal Symptoms,9.0,1.0,2.0,"[('drixoral', 3), ('allergy', 2), ('stuff', 1), ('work,doctor', 1), ('tried', 1)]"
Minocin,Acne,6.5,4.0,0.0,"[('drixoral', 9), ('year', 5), ('not', 5), ('afrin', 4), ('pseudoephedrine', 3)]"
Minocycline,Acne,8.0,94.0,19.0,"[('schering', 1), ('plough', 1), ('moving', 1), ('facility', 1), ('make', 1)]"
Minoxidil,Alopecia,5.0,18.0,5.0,"[('sinus', 2), ('nose', 2), ('taking', 1), ('drixoral', 1), ('since', 1)]"
MiraLax,Constipation,10.0,19.0,7.0,"[('medication', 2), ('hate', 1), ('far', 1), ('day', 1), ('make', 1)]"
Mirabegron,Overactive Bladde,9.0,16.0,15.0,"[('feeling', 3), ('dose', 2), ('last', 2), ('night', 2), ('dinner', 2)]"
Mirapex,Restless Legs Syndrome,8.0,16.0,5.0,"[('not', 4), ('nausea', 3), ('little', 3), ('day', 3), ('work', 3)]"
Mircette,Birth Control,10.0,2.0,4.0,"[('nightmare', 2), ('doctor', 1), ('prescribed', 1), ('treatment', 1), ('resistant', 1)]"
Mirena,Birth Control,8.0,324.0,104.0,"[('taken', 1), ('multaq', 1), ('month', 1), ('still', 1), ('missed', 1)]"
Mirtazapine,Depression,8.0,128.0,49.0,"[('became', 2), ('restless', 2), ('iv', 2), ('receive', 1), ('inapsine', 1)]"
Mirvaso,Rosacea,1.0,10.0,10.0,"[('year', 9), ('angeliq', 7), ('no', 7), ('week', 6), ('life', 6)]"
Misoprostol,Abortion,8.0,2.0,0.0,"[('acne', 99), ('skin', 89), ('month', 79), ('pill', 51), ('period', 40)]"
Mobic,Osteoarthritis,8.0,19.0,5.0,"[('month', 131), ('yaz', 121), ('pill', 113), ('period', 111), ('no', 94)]"
Modafinil,Narcolepsy,9.0,50.0,20.0,"[('period', 42), ('month', 28), ('yaz', 23), ('day', 21), ('not', 16)]"
Moderiba,Hepatitis C,8.0,1.0,0.0,"[('no', 5), ('pain', 4), ('would', 3), ('period', 3), ('not', 3)]"
Mometasone,Allergic Rhinitis,9.0,23.0,7.0,"[('yaz', 23), ('month', 18), ('period', 18), ('day', 17), ('mood', 16)]"
Monistat 1-Day or Night Combination Pack,Vaginal Yeast Infection,2.0,3.0,0.0,"[('would', 9), ('beyaz', 9), ('acne', 8), ('period', 7), ('day', 6)]"
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,2.0,22.0,7.0,"[('month', 32), ('pill', 24), ('period', 20), ('year', 18), ('not', 18)]"
Monistat 7,Vaginal Yeast Infection,1.0,23.0,3.0,"[('pcos', 3), ('know', 2), ('wanna', 2), ('music', 2), ('time', 2)]"
Monistat 7-Day Combination Pack,Vaginal Yeast Infection,3.0,22.0,7.0,"[('month', 6), ('pain', 5), ('day', 4), ('mood', 3), ('felt', 3)]"
Mono-Linyah,Birth Control,5.5,1.0,1.0,"[('drysol', 55), ('sweat', 52), ('sweating', 39), ('night', 37), ('product', 32)]"
Monodox,Acne,8.5,6.0,0.0,"[('skin', 71), ('duac', 36), ('acne', 33), ('spot', 30), ('using', 26)]"
Mononessa,Birth Control,6.0,38.0,16.0,"[('gone', 3), ('fantastic', 1), ('no', 1), ('bloating', 1), ('weight', 1)]"
Montelukast,Asthma,7.0,48.0,23.0,"[('med', 3), ('day', 2), ('three', 2), ('night', 2), ('admitted', 2)]"
Monurol,Bladder Infection,10.0,3.0,0.0,"[('joint', 2), ('degenerative', 1), ('due', 1), ('arthritis', 1), ('given', 1)]"
Morphine,Pain,8.5,46.0,12.0,"[('week', 67), ('day', 48), ('trulicity', 43), ('not', 40), ('nausea', 39)]"
Morphine / naltrexone,Pain,6.0,10.0,2.0,"[('take', 5), ('bowel', 4), ('hour', 4), ('two', 4), ('took', 4)]"
Motofen,"Diarrhea, Chronic",10.0,1.0,0.0,"[('pain', 85), ('take', 66), ('cramp', 64), ('hour', 60), ('took', 58)]"
Motrin,Osteoarthritis,10.0,2.0,2.0,"[('cramp', 6), ('feel', 4), ('like', 4), ('bm', 3), ('took', 3)]"
Motrin IB,Pain,9.5,0.0,2.0,"[('asthma', 2), ('no', 1), ('system', 1), ('since', 1), ('using', 1)]"
Motrin Infant Drops,Pain,10.0,0.0,1.0,"[('dulera', 8), ('not', 6), ('time', 6), ('year', 5), ('inhaler', 5)]"
Movantik,"Constipation, Drug Induced",6.0,22.0,11.0,"[('anxiety', 55), ('cymbalta', 42), ('mg', 34), ('side', 30), ('not', 28)]"
MoviPrep,Bowel Preparation,8.0,30.0,22.0,"[('pain', 15), ('cymbalta', 8), ('back', 6), ('effect', 6), ('month', 5)]"
Moxatag,Bacterial Endocarditis Prevention,9.0,0.0,1.0,"[('cymbalta', 10), ('month', 10), ('not', 7), ('bipolar', 7), ('taking', 6)]"
Moxeza,"Conjunctivitis, Bacterial",10.0,0.0,1.0,"[('first', 2), ('bad', 1), ('nausea', 1), ('day', 1), ('one', 1)]"
Moxifloxacin,Sinusitis,8.0,29.0,11.0,"[('pain', 50), ('cymbalta', 17), ('mg', 17), ('day', 14), ('depression', 13)]"
Mucinex,ibromyalgia,9.5,14.0,4.0,"[('cymbalta', 102), ('depression', 74), ('mg', 62), ('day', 59), ('effect', 51)]"
Mucinex D,Cough and Nasal Congestion,8.0,27.0,16.0,"[('pain', 18), ('day', 9), ('cymbalta', 6), ('year', 6), ('foot', 5)]"
Mucinex D Maximum Strength,Cough and Nasal Congestion,8.0,5.0,0.0,"[('cymbalta', 25), ('anxiety', 24), ('depression', 14), ('taking', 12), ('mg', 11)]"
Mucinex DM,Cough,5.0,1.0,1.0,"[('hot', 2), ('flash', 2), ('dealing', 1), ('severe', 1), ('year', 1)]"
Mucinex Fast-Max Severe Congestion & Cough,Cough and Nasal Congestion,1.0,2.0,0.0,"[('not', 13), ('medication', 11), ('mg', 10), ('cymbalta', 10), ('help', 8)]"
Mucomyst-10,Acetaminophen Overdose,9.0,0.0,1.0,"[('pain', 6), ('cymbalta', 4), ('day', 4), ('arthritis', 3), ('medicine', 3)]"
Multaq,Atrial Fibrillation,9.5,2.0,2.0,"[('pain', 19), ('cymbalta', 12), ('year', 9), ('side', 9), ('effect', 8)]"
Multivitamin,Dietary Supplementation,2.5,10.0,0.0,"[('cymbalta', 11), ('mg', 10), ('pain', 8), ('foot', 6), ('relief', 4)]"
Multivitamin with iron,Anemia,10.0,5.0,1.0,"[('incontinence', 4), ('cymbalta', 3), ('going', 3), ('depression', 2), ('also', 2)]"
Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,9.0,4.0,0.0,"[('pain', 61), ('cymbalta', 44), ('day', 33), ('fibromyalgia', 31), ('taking', 23)]"
"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,10.0,9.0,8.0,"[('wart', 2), ('started', 2), ('use', 2), ('forehead', 1), ('big', 1)]"
Mupirocin,Skin and Structure Infection,5.5,2.0,2.0,"[('medication', 4), ('year', 3), ('many', 3), ('hope', 3), ('old', 2)]"
Muse,Erectile Dysfunction,8.0,4.0,3.0,"[('skin', 7), ('life', 6), ('year', 5), ('like', 4), ('eczema', 4)]"
My Way,Emergency Contraception,7.0,7.0,2.0,"[('medication', 4), ('year', 3), ('many', 3), ('hope', 3), ('old', 2)]"
Mycolog II,Cutaneous Candidiasis,10.0,0.0,2.0,"[('eczema', 5), ('life', 3), ('year', 3), ('night', 3), ('skin', 3)]"
Mycophenolate mofetil,"Organ Transplant, Rejection Prophylaxis",6.0,8.0,3.0,"[('pain', 13), ('hour', 9), ('patch', 6), ('life', 5), ('not', 5)]"
Mycophenolic acid,tic (mycophenolic acid),10.0,1.0,0.0,"[('patch', 17), ('pain', 16), ('back', 7), ('mcg', 6), ('day', 5)]"
Mydayis,ADHD,3.5,4.0,0.0,"[('pred', 3), ('forte', 3), ('good', 2), ('eye', 2), ('flare', 2)]"
Myobloc,Cervical Dystonia,8.0,1.0,0.0,"[('avodart', 6), ('year', 6), ('flow', 4), ('no', 4), ('effect', 4)]"
Myophen,Pain,8.0,1.0,0.0,"[('side', 6), ('effect', 6), ('month', 4), ('still', 4), ('took', 3)]"
Myrbetriq,Overactive Bladde,7.0,19.0,6.0,"[('old', 2), ('dyanavel', 2), ('xr', 2), ('appetite', 2), ('tried', 2)]"
Mysoline,Seizures,9.5,1.0,1.0,"[('year', 1), ('female', 1), ('dyazide', 1), ('day', 1), ('no', 1)]"
NP Thyroid,Underactive Thyroid,8.5,3.0,1.0,"[('nose', 10), ('allergy', 9), ('not', 9), ('spray', 8), ('year', 8)]"
Nabumetone,Sciatica,9.0,3.0,1.0,"[('taking', 2), ('feel', 2), ('day', 1), ('make', 1), ('totally', 1)]"
Nadolol,Migraine Prevention,9.0,6.0,1.0,"[('since', 2), ('lasix', 2), ('potassium', 2), ('level', 2), ('suffering', 1)]"
Nafcillin,Bone infection,9.0,0.0,1.0,"[('quick', 1), ('fast', 1), ('great', 1), ('stuck', 1), ('tight', 1)]"
Naftifine,Tinea Cruris,10.0,0.0,1.0,"[('almost', 1), ('immediate', 1), ('relief', 1), ('within', 1), ('hour', 1)]"
Naftin,Tinea Pedis,10.0,1.0,0.0,"[('year', 4), ('time', 3), ('cold', 3), ('day', 2), ('echinacea', 2)]"
Nalbuphine,Pain,10.0,2.0,2.0,"[('day', 3), ('let', 3), ('cleaned', 2), ('area', 2), ('dry', 2)]"
Naloxegol,"Constipation, Drug Induced",1.5,33.0,5.0,"[('foot', 4), ('athlete', 3), ('within', 2), ('caught', 1), ('gym', 1)]"
Naloxone,Opioid Overdose,10.0,4.0,1.0,"[('effective', 1), ('fungus', 1), ('elimination', 1), ('however', 1), ('watch', 1)]"
Naloxone / pentazocine,Pain,9.0,2.0,0.0,"[('year', 5), ('not', 5), ('side', 5), ('mg', 4), ('edarbi', 4)]"
Naltrexone,Alcohol Dependence,9.0,32.0,21.0,"[('get', 5), ('pressure', 4), ('doctor', 4), ('blood', 3), ('seem', 2)]"
Namenda,Alzheimer's Disease,2.0,2.0,1.0,"[('time', 2), ('used', 2), ('decrease', 2), ('low', 2), ('would', 2)]"
Naphazoline,Nasal Congestion,10.0,3.0,0.0,"[('erection', 10), ('edex', 6), ('use', 5), ('minute', 5), ('feel', 5)]"
Naphazoline / pheniramine,Eye Redness/Itching,9.0,1.0,2.0,"[('insomnia', 1), ('since', 1), ('back', 1), ('surgery', 1), ('year', 1)]"
Naprelan,Osteoarthritis,10.0,3.0,2.0,"[('hour', 4), ('told', 2), ('flat', 2), ('bleeding', 2), ('even', 2)]"
Naprosyn,Back Pain,8.5,5.0,3.0,"[('not', 3), ('symptom', 3), ('day', 2), ('eating', 2), ('thing', 2)]"
Naproxen,Back Pain,9.0,76.0,14.0,"[('cd', 25), ('year', 17), ('atripla', 15), ('load', 13), ('undetectable', 13)]"
Naproxen / sumatriptan,Migraine,10.0,23.0,3.0,"[('like', 9), ('anxiety', 8), ('medicine', 5), ('get', 5), ('effect', 5)]"
Naratriptan,Migraine,9.5,5.0,1.0,"[('effexor', 7), ('doctor', 4), ('not', 3), ('buspar', 3), ('felt', 3)]"
Narcan Injection,Opioid Overdose,10.0,3.0,0.0,"[('effexor', 63), ('year', 44), ('mg', 44), ('day', 42), ('depression', 37)]"
Nardil,Depression,9.5,5.0,3.0,"[('effexor', 7), ('year', 6), ('depression', 5), ('work', 4), ('day', 4)]"
Nasacort,Allergic Rhinitis,1.0,7.0,4.0,"[('walking', 1), ('street', 1), ('night', 1), ('started', 1), ('effexor', 1)]"
Nasacort Allergy 24HR,Allergic Rhinitis,3.0,3.0,0.0,"[('withdrawal', 3), ('symptom', 3), ('mg', 2), ('week', 2), ('dose', 2)]"
Nasonex,Allergic Rhinitis,4.0,6.0,2.0,"[('pry', 1), ('effexor', 1), ('cold', 1), ('dead', 1), ('hand', 1)]"
Natalizumab,Multiple Sclerosis,10.0,10.0,3.0,"[('anxiety', 34), ('effexor', 23), ('medication', 23), ('not', 21), ('effect', 21)]"
Natazia,Birth Control,7.0,6.0,1.0,"[('medication', 5), ('feel', 3), ('first', 2), ('prescribed', 2), ('anxiety', 2)]"
Nateglinide,"Diabetes, Type 2",1.0,1.0,0.0,"[('medicine', 4), ('xr', 3), ('mg', 3), ('bipolar', 2), ('depression', 2)]"
Natesto,"Hypogonadism, Male",9.5,1.0,1.0,"[('mg', 55), ('effexor', 46), ('day', 39), ('depression', 39), ('year', 39)]"
Natroba,Head Lice,9.5,1.0,1.0,"[('picking', 3), ('mg', 3), ('started', 2), ('effexor', 2), ('day', 2)]"
Nature-Throid,Hashimoto's disease,10.0,7.0,1.0,"[('help', 10), ('anxiety', 9), ('effexor', 9), ('depression', 8), ('year', 8)]"
Nebivolol,High Blood Pressure,7.0,24.0,6.0,"[('life', 2), ('drug', 1), ('saved', 1), ('no', 1), ('side', 1)]"
Necon 1 / 35,Birth Control,7.0,8.0,4.0,"[('effexor', 9), ('panic', 4), ('year', 4), ('good', 3), ('medication', 2)]"
Necon 1 / 50,Abnormal Uterine Bleeding,9.0,1.0,0.0,"[('mg', 5), ('day', 5), ('week', 4), ('not', 4), ('two', 4)]"
Necon 7 / 7 / 7,Acne,10.0,1.0,2.0,"[('mg', 2), ('day', 2), ('side', 2), ('effect', 2), ('generic', 1)]"
Nefazodone,Depression,10.0,7.0,4.0,"[('although', 1), ('venlafaxine', 1), ('get', 1), ('rid', 1), ('pain', 1)]"
Nembutal Sodium,Insomnia,10.0,1.0,0.0,"[('nail', 26), ('jublia', 22), ('month', 21), ('not', 20), ('using', 14)]"
Neo-Poly-Dex,"Conjunctivitis, Bacterial",9.5,1.0,1.0,"[('hair', 49), ('day', 25), ('facial', 16), ('not', 14), ('chin', 13)]"
Neo-Synephrine Nasal,Nasal Congestion,10.0,0.0,1.0,"[('treatment', 3), ('skin', 3), ('forehead', 2), ('week', 2), ('day', 2)]"
Neosporin,Bacterial Skin Infection,6.5,1.0,1.0,"[('day', 4), ('cream', 4), ('lip', 3), ('upper', 2), ('twice', 2)]"
Neulasta,Neutropenia Associated with Chemotherapy,9.0,3.0,1.0,"[('help', 5), ('efudex', 5), ('cream', 5), ('week', 5), ('area', 4)]"
Neupogen,Neutropenia,10.0,1.0,0.0,"[('fat', 3), ('effect', 3), ('visceral', 2), ('side', 2), ('problem', 1)]"
Neupro,Restless Legs Syndrome,9.0,10.0,2.0,"[('mg', 8), ('work', 4), ('chronic', 3), ('pain', 3), ('not', 3)]"
Neurontin,Pain,8.0,26.0,13.0,"[('mouth', 3), ('burning', 2), ('almost', 2), ('sceptical', 1), ('anti', 1)]"
NeutraSal,Mucositis,9.5,2.0,0.0,"[('mg', 10), ('like', 5), ('back', 5), ('started', 4), ('zoloft', 4)]"
Nexafed Nasal Decongestant,Nasal Congestion,6.0,0.0,2.0,"[('symptom', 6), ('medication', 3), ('doctor', 3), ('told', 3), ('not', 3)]"
Nexavar,Renal Cell Carcinoma,10.0,3.0,0.0,"[('take', 2), ('mg', 1), ('bedtime', 1), ('interstitial', 1), ('cystitis', 1)]"
Nexium,GERD,9.0,17.0,6.0,"[('mg', 19), ('migraine', 11), ('elavil', 9), ('headache', 8), ('night', 7)]"
Nexplanon,Birth Control,5.0,529.0,205.0,"[('back', 5), ('elavil', 4), ('sleep', 4), ('medicine', 3), ('time', 3)]"
Next Choice,Emergency Contraception,9.5,11.0,3.0,"[('side', 3), ('time', 3), ('year', 2), ('life', 2), ('pain', 2)]"
Niacin,High Cholesterol,8.0,11.0,2.0,"[('elavil', 1), ('really', 1), ('worked', 1), ('vulvadynia', 1), ('discomfort', 1)]"
Niacin / simvastatin,High Cholesterol,7.0,0.0,2.0,"[('elavil', 5), ('pain', 5), ('day', 3), ('not', 2), ('get', 2)]"
Niaspan,High Cholesterol,9.0,4.0,1.0,"[('treatment', 11), ('week', 9), ('not', 8), ('effect', 8), ('side', 7)]"
Nicoderm CQ,Smoking Cessation,10.0,9.0,6.0,"[('likely', 1), ('life', 1), ('saver', 1), ('numerous', 1), ('medication', 1)]"
Nicorette,Smoking Cessation,9.0,6.0,1.0,"[('week', 2), ('using', 1), ('straight', 1), ('seems', 1), ('controlling', 1)]"
Nicotine,Smoking Cessation,10.0,16.0,13.0,"[('face', 4), ('usual', 3), ('eczema', 2), ('skin', 2), ('clear', 2)]"
Nicotrol Inhaler,Smoking Cessation,9.0,4.0,3.0,"[('migraine', 44), ('relpax', 31), ('work', 21), ('take', 18), ('side', 18)]"
Nicotrol NS,Smoking Cessation,7.0,1.0,1.0,"[('elidel', 6), ('skin', 4), ('face', 3), ('not', 3), ('cream', 3)]"
Nifedipine,Raynaud's Syndrome,7.0,14.0,3.0,"[('elidel', 6), ('eczema', 4), ('skin', 4), ('work', 3), ('make', 3)]"
Nikki,Birth Control,4.0,1.0,0.0,"[('prescribed', 1), ('seborrheic', 1), ('dermatitis', 1), ('nose', 1), ('eyebrow', 1)]"
Nilotinib,Chronic Myelogenous Leukemia,9.0,4.0,1.0,"[('first', 4), ('second', 3), ('injection', 3), ('pain', 3), ('psa', 3)]"
Nimodipine,Ischemic Stroke,10.0,1.0,0.0,"[('eliquis', 2), ('daily', 2), ('bleeding', 2), ('medication', 2), ('no', 2)]"
Nimotop,Subarachnoid Hemorrhage,10.0,1.0,0.0,"[('eliquis', 10), ('side', 9), ('taking', 7), ('month', 6), ('no', 5)]"
